#dayofweek,year,month,day,daynumber,hour,minute,second,distance
Wed,2014,10,01,274,15,15,02,116.1
Wed,2014,10,01,274,15,16,01,115.6
Wed,2014,10,01,274,15,17,02,116.6
Wed,2014,10,01,274,15,18,01,116.0
Wed,2014,10,01,274,15,19,02,115.9
Wed,2014,10,01,274,15,20,02,116.1
Wed,2014,10,01,274,15,21,01,116.3
Wed,2014,10,01,274,15,22,02,115.8
Wed,2014,10,01,274,15,23,01,116.2
Wed,2014,10,01,274,15,24,02,115.7
Wed,2014,10,01,274,15,25,02,115.8
Wed,2014,10,01,274,15,26,01,116.0
Wed,2014,10,01,274,15,27,02,115.6
Wed,2014,10,01,274,15,28,01,115.3
Wed,2014,10,01,274,15,29,02,116.3
Wed,2014,10,01,274,15,30,01,115.7
Wed,2014,10,01,274,15,31,01,116.1
Wed,2014,10,01,274,15,32,02,116.2
Wed,2014,10,01,274,15,33,01,115.5
Wed,2014,10,01,274,15,34,02,116.5
Wed,2014,10,01,274,15,35,01,116.2
Wed,2014,10,01,274,15,36,02,115.8
Wed,2014,10,01,274,15,37,02,115.7
Wed,2014,10,01,274,15,38,01,115.7
Wed,2014,10,01,274,15,39,02,115.6
Wed,2014,10,01,274,15,40,01,115.9
Wed,2014,10,01,274,15,41,02,115.1
Wed,2014,10,01,274,15,42,01,115.2
Wed,2014,10,01,274,15,43,01,115.6
Wed,2014,10,01,274,15,44,02,115.5
Wed,2014,10,01,274,15,45,01,115.5
Wed,2014,10,01,274,15,46,02,115.9
Wed,2014,10,01,274,15,47,01,115.6
Wed,2014,10,01,274,15,48,02,115.9
Wed,2014,10,01,274,15,49,02,115.7
Wed,2014,10,01,274,15,50,01,115.6
Wed,2014,10,01,274,15,51,02,115.6
Wed,2014,10,01,274,15,52,01,115.6
Wed,2014,10,01,274,15,53,02,115.8
Wed,2014,10,01,274,15,54,02,115.6
Wed,2014,10,01,274,15,55,01,115.9
Wed,2014,10,01,274,15,56,02,115.6
Wed,2014,10,01,274,15,57,01,116.4
Wed,2014,10,01,274,15,58,02,116.1
Wed,2014,10,01,274,15,59,01,115.1
Wed,2014,10,01,274,16,00,02,115.5
Wed,2014,10,01,274,16,01,02,115.8
Wed,2014,10,01,274,16,02,01,115.1
Wed,2014,10,01,274,16,03,02,114.8
Wed,2014,10,01,274,16,04,01,115.5
Wed,2014,10,01,274,16,05,02,115.7
Wed,2014,10,01,274,16,06,02,115.6
Wed,2014,10,01,274,16,07,01,115.2
Wed,2014,10,01,274,16,08,02,116.1
Wed,2014,10,01,274,16,09,01,114.6
Wed,2014,10,01,274,16,10,02,115.6
Wed,2014,10,01,274,16,11,01,115.7
Wed,2014,10,01,274,16,12,02,115.3
Wed,2014,10,01,274,16,13,02,115.0
Wed,2014,10,01,274,16,14,01,115.9
Wed,2014,10,01,274,16,15,02,115.3
Wed,2014,10,01,274,16,16,01,115.9
Wed,2014,10,01,274,16,17,02,111.0
Wed,2014,10,01,274,16,18,02,115.6
Wed,2014,10,01,274,16,19,01,116.4
Wed,2014,10,01,274,16,20,02,115.8
Wed,2014,10,01,274,16,21,01,115.2
Wed,2014,10,01,274,16,22,02,115.1
Wed,2014,10,01,274,16,23,02,115.7
Wed,2014,10,01,274,16,24,01,115.5
Wed,2014,10,01,274,16,25,02,115.8
Wed,2014,10,01,274,16,26,01,115.9
Wed,2014,10,01,274,16,27,02,115.9
Wed,2014,10,01,274,16,28,01,115.4
Wed,2014,10,01,274,16,29,02,115.4
Wed,2014,10,01,274,16,30,02,115.8
Wed,2014,10,01,274,16,31,01,115.3
Wed,2014,10,01,274,16,32,02,115.6
Wed,2014,10,01,274,16,33,01,115.8
Wed,2014,10,01,274,16,34,02,115.8
Wed,2014,10,01,274,16,35,02,115.7
Wed,2014,10,01,274,16,36,01,116.0
Wed,2014,10,01,274,16,37,02,115.4
Wed,2014,10,01,274,16,38,01,114.9
Wed,2014,10,01,274,16,39,02,115.9
Wed,2014,10,01,274,16,40,01,115.5
Wed,2014,10,01,274,16,41,02,115.1
Wed,2014,10,01,274,16,42,02,115.8
Wed,2014,10,01,274,16,43,01,116.0
Wed,2014,10,01,274,16,44,02,115.9
Wed,2014,10,01,274,16,45,01,83.8
Wed,2014,10,01,274,16,46,02,84.2
Wed,2014,10,01,274,16,47,02,84.3
Wed,2014,10,01,274,16,48,01,84.0
Wed,2014,10,01,274,16,49,02,83.6
Wed,2014,10,01,274,16,50,01,84.2
Wed,2014,10,01,274,16,51,02,84.0
Wed,2014,10,01,274,16,52,02,84.4
Wed,2014,10,01,274,16,53,01,82.8
Wed,2014,10,01,274,16,54,02,84.3
Wed,2014,10,01,274,16,55,01,83.6
Wed,2014,10,01,274,16,56,02,83.2
Wed,2014,10,01,274,16,57,01,84.5
Wed,2014,10,01,274,16,58,01,84.0
Wed,2014,10,01,274,16,59,02,84.4
Wed,2014,10,01,274,17,00,01,83.8
Wed,2014,10,01,274,17,01,02,83.1
Wed,2014,10,01,274,17,02,01,82.9
Wed,2014,10,01,274,17,03,02,83.5
Wed,2014,10,01,274,17,04,02,83.9
Wed,2014,10,01,274,17,05,01,84.1
Wed,2014,10,01,274,17,06,02,84.7
Wed,2014,10,01,274,17,07,01,83.5
Wed,2014,10,01,274,17,08,02,84.3
Wed,2014,10,01,274,17,09,02,83.7
Wed,2014,10,01,274,17,10,01,84.1
Wed,2014,10,01,274,17,11,02,83.6
Wed,2014,10,01,274,17,12,01,84.1
Wed,2014,10,01,274,17,13,02,83.8
Wed,2014,10,01,274,17,14,02,84.1
Wed,2014,10,01,274,17,15,01,84.6
Wed,2014,10,01,274,17,16,02,84.1
Wed,2014,10,01,274,17,17,01,84.5
Wed,2014,10,01,274,17,18,02,83.5
Wed,2014,10,01,274,17,19,02,84.6
Wed,2014,10,01,274,17,20,01,83.9
Wed,2014,10,01,274,17,21,02,83.7
Wed,2014,10,01,274,17,22,01,84.4
Wed,2014,10,01,274,17,23,02,84.6
Wed,2014,10,01,274,17,24,01,83.7
Wed,2014,10,01,274,17,25,01,83.9
Wed,2014,10,01,274,17,26,02,83.9
Wed,2014,10,01,274,17,27,01,83.3
Wed,2014,10,01,274,17,28,02,83.4
Wed,2014,10,01,274,17,29,01,84.1
Wed,2014,10,01,274,17,30,02,85.1
Wed,2014,10,01,274,17,31,02,83.8
Wed,2014,10,01,274,17,32,01,84.3
Wed,2014,10,01,274,17,33,02,92.8
Wed,2014,10,01,274,17,34,01,121.8
Wed,2014,10,01,274,17,35,02,122.4
Wed,2014,10,01,274,17,36,02,122.9
Wed,2014,10,01,274,17,37,01,122.2
Wed,2014,10,01,274,17,38,02,121.9
Wed,2014,10,01,274,17,39,01,122.2
Wed,2014,10,01,274,17,40,02,121.6
Wed,2014,10,01,274,17,41,01,121.8
Wed,2014,10,01,274,17,42,01,122.3
Wed,2014,10,01,274,17,43,02,122.3
Wed,2014,10,01,274,17,44,01,122.0
Wed,2014,10,01,274,17,45,02,122.6
Wed,2014,10,01,274,17,46,01,121.6
Wed,2014,10,01,274,17,47,02,122.2
Wed,2014,10,01,274,17,48,02,122.4
Wed,2014,10,01,274,17,49,01,122.2
Wed,2014,10,01,274,17,50,02,121.4
Wed,2014,10,01,274,17,51,01,122.0
Wed,2014,10,01,274,17,52,02,122.3
Wed,2014,10,01,274,17,53,01,121.6
Wed,2014,10,01,274,17,54,01,121.9
Wed,2014,10,01,274,17,55,02,122.5
Wed,2014,10,01,274,17,56,01,121.8
Wed,2014,10,01,274,17,57,02,122.1
Wed,2014,10,01,274,17,58,01,121.6
Wed,2014,10,01,274,17,59,02,122.3
Wed,2014,10,01,274,18,00,02,121.7
Wed,2014,10,01,274,18,01,01,122.1
Wed,2014,10,01,274,18,02,02,121.9
Wed,2014,10,01,274,18,03,01,122.7
Wed,2014,10,01,274,18,04,02,121.9
Wed,2014,10,01,274,18,05,01,122.2
Wed,2014,10,01,274,18,06,01,121.5
Wed,2014,10,01,274,18,07,02,121.7
Wed,2014,10,01,274,18,08,01,122.6
Wed,2014,10,01,274,18,09,02,121.4
Wed,2014,10,01,274,18,10,01,122.5
Wed,2014,10,01,274,18,11,02,122.1
Wed,2014,10,01,274,18,12,02,122.6
Wed,2014,10,01,274,18,13,01,122.6
Wed,2014,10,01,274,18,14,02,122.2
Wed,2014,10,01,274,18,15,01,121.7
Wed,2014,10,01,274,18,16,02,122.3
Wed,2014,10,01,274,18,17,02,121.9
Wed,2014,10,01,274,18,18,01,122.3
Wed,2014,10,01,274,18,19,02,122.5
Wed,2014,10,01,274,18,20,01,122.6
Wed,2014,10,01,274,18,21,02,122.7
Wed,2014,10,01,274,18,22,01,121.7
Wed,2014,10,01,274,18,23,01,121.4
Wed,2014,10,01,274,18,24,02,122.1
Wed,2014,10,01,274,18,25,01,122.4
Wed,2014,10,01,274,18,26,02,121.4
Wed,2014,10,01,274,18,27,01,122.1
Wed,2014,10,01,274,18,28,02,123.0
Wed,2014,10,01,274,18,29,02,122.1
Wed,2014,10,01,274,18,30,01,122.1
Wed,2014,10,01,274,18,31,02,122.7
Wed,2014,10,01,274,18,32,01,121.5
Wed,2014,10,01,274,18,33,02,122.5
Wed,2014,10,01,274,18,34,01,122.3
Wed,2014,10,01,274,18,35,01,123.0
Wed,2014,10,01,274,18,36,02,122.0
Wed,2014,10,01,274,18,37,01,121.8
Wed,2014,10,01,274,18,38,02,121.8
Wed,2014,10,01,274,18,39,01,122.5
Wed,2014,10,01,274,18,40,02,122.4
Wed,2014,10,01,274,18,41,02,122.1
Wed,2014,10,01,274,18,42,01,122.4
Wed,2014,10,01,274,18,43,02,122.9
Wed,2014,10,01,274,18,44,01,122.5
Wed,2014,10,01,274,18,45,02,122.0
Wed,2014,10,01,274,18,46,01,122.6
Wed,2014,10,01,274,18,47,01,122.1
Wed,2014,10,01,274,18,48,02,121.4
Wed,2014,10,01,274,18,49,01,122.2
Wed,2014,10,01,274,18,50,02,121.8
Wed,2014,10,01,274,18,51,01,121.8
Wed,2014,10,01,274,18,52,02,122.0
Wed,2014,10,01,274,18,53,02,122.1
Wed,2014,10,01,274,18,54,01,122.1
Wed,2014,10,01,274,18,55,02,121.9
Wed,2014,10,01,274,18,56,01,122.5
Wed,2014,10,01,274,18,57,02,121.6
Wed,2014,10,01,274,18,58,01,122.1
Wed,2014,10,01,274,18,59,01,122.3
Wed,2014,10,01,274,19,00,02,122.6
Wed,2014,10,01,274,19,01,01,121.9
Wed,2014,10,01,274,19,02,02,121.9
Wed,2014,10,01,274,19,03,01,121.9
Wed,2014,10,01,274,19,04,02,122.2
Wed,2014,10,01,274,19,05,02,122.1
Wed,2014,10,01,274,19,06,01,122.5
Wed,2014,10,01,274,19,07,02,122.4
Wed,2014,10,01,274,19,08,01,122.3
Wed,2014,10,01,274,19,09,02,121.5
Wed,2014,10,01,274,19,10,01,121.6
Wed,2014,10,01,274,19,11,01,122.1
Wed,2014,10,01,274,19,12,02,122.1
Wed,2014,10,01,274,19,13,01,121.6
Wed,2014,10,01,274,19,14,02,121.9
Wed,2014,10,01,274,19,15,01,121.4
Wed,2014,10,01,274,19,16,02,122.2
Wed,2014,10,01,274,19,17,02,121.7
Wed,2014,10,01,274,19,18,01,121.9
Wed,2014,10,01,274,19,19,02,121.0
Wed,2014,10,01,274,19,20,01,121.6
Wed,2014,10,01,274,19,21,02,122.1
Wed,2014,10,01,274,19,22,02,122.3
Wed,2014,10,01,274,19,23,01,121.9
Wed,2014,10,01,274,19,24,02,121.5
Wed,2014,10,01,274,19,25,01,122.0
Wed,2014,10,01,274,19,26,02,122.5
Wed,2014,10,01,274,19,27,01,122.5
Wed,2014,10,01,274,19,28,02,121.5
Wed,2014,10,01,274,19,29,02,122.2
Wed,2014,10,01,274,19,30,01,121.6
Wed,2014,10,01,274,19,31,02,121.3
Wed,2014,10,01,274,19,32,01,121.7
Wed,2014,10,01,274,19,33,02,122.1
Wed,2014,10,01,274,19,34,02,122.3
Wed,2014,10,01,274,19,35,01,122.2
Wed,2014,10,01,274,19,36,02,121.8
Wed,2014,10,01,274,19,37,01,121.9
Wed,2014,10,01,274,19,38,02,121.0
Wed,2014,10,01,274,19,39,01,121.9
Wed,2014,10,01,274,19,40,02,122.1
Wed,2014,10,01,274,19,41,02,120.8
Wed,2014,10,01,274,19,42,01,122.3
Wed,2014,10,01,274,19,43,02,122.1
Wed,2014,10,01,274,19,44,01,122.1
Wed,2014,10,01,274,19,45,02,121.0
Wed,2014,10,01,274,19,46,02,121.0
Wed,2014,10,01,274,19,47,01,122.2
Wed,2014,10,01,274,19,48,02,121.3
Wed,2014,10,01,274,19,49,01,121.8
Wed,2014,10,01,274,19,50,02,121.2
Wed,2014,10,01,274,19,51,01,121.4
Wed,2014,10,01,274,19,52,02,121.8
Wed,2014,10,01,274,19,53,02,121.8
Wed,2014,10,01,274,19,54,01,122.1
Wed,2014,10,01,274,19,55,02,121.8
Wed,2014,10,01,274,19,56,01,122.1
Wed,2014,10,01,274,19,57,02,122.3
Wed,2014,10,01,274,19,58,01,122.0
Wed,2014,10,01,274,19,59,01,122.4
